Semana,Município,Casos
2025-01-19,RIO DO SUL,0
2025-01-19,POUSO REDONDO,0
2025-01-19,PALMITOS,0
2025-01-19,COCAL DO SUL,0
2025-01-19,SCHROEDER,0
2025-01-19,BRUSQUE,6
2025-01-19,IBICARÉ,0
2025-01-19,CATANDUVAS,0
2025-01-19,GUATAMBÚ,0
2025-01-19,UNIÃO DO OESTE,0
2025-01-19,RANCHO QUEIMADO,0
2025-01-19,DOUTOR PEDRINHO,0
2025-01-19,RIO DOS CEDROS,0
2025-01-19,SAUDADES,0
2025-01-19,VIDAL RAMOS,0
2025-01-19,PASSO DE TORRES,0
2025-01-19,SÃO LUDGERO,0
2025-01-19,FLORIANÓPOLIS,52
2025-01-19,SANTO AMARO DA IMPERATRIZ,0
2025-01-19,XANXERÊ,0
2025-01-19,ARABUTÃ,0
2025-01-19,URUSSANGA,0
2025-01-19,TANGARÁ,0
2025-01-19,CUNHA PORÃ,0
2025-01-19,CRICIÚMA,0
2025-01-19,BIGUAÇU,0
2025-01-19,LAGUNA,0
2025-01-19,BANDEIRANTE,0
2025-01-19,APIÚNA,28
2025-01-19,CAMBORIÚ,9
2025-01-19,CANELINHA,0
2025-01-19,NOVA VENEZA,0
2025-01-19,SOMBRIO,0
2025-01-19,BOTUVERÁ,0
2025-01-19,URUBICI,0
2025-01-19,SÃO JOÃO BATISTA,3
2025-01-19,PRESIDENTE NEREU,0
2025-01-19,LAURENTINO,0
2025-01-19,PAIAL,0
2025-01-19,QUILOMBO,0
2025-01-19,JARDINÓPOLIS,0
2025-01-19,NOVA ITABERABA,0
2025-01-19,LUZERNA,0
2025-01-19,DESCANSO,0
2025-01-19,PAULO LOPES,0
2025-01-19,SÃO JOÃO DO ITAPERIÚ,0
2025-01-19,ALFREDO WAGNER,0
2025-01-19,GAROPABA,0
2025-01-19,ITUPORANGA,0
2025-01-19,MODELO,0
2025-01-19,SÃO BENTO DO SUL,0
2025-01-19,VARGEM BONITA,0
2025-01-19,SALETE,0
2025-01-19,PINHALZINHO,0
2025-01-19,ORLEANS,0
2025-01-19,SÃO BONIFÁCIO,0
2025-01-19,BOM JESUS DO OESTE,0
2025-01-19,ITAIÓPOLIS,0
2025-01-19,CORONEL MARTINS,1
2025-01-19,IBIRAMA,0
2025-01-19,GUARACIABA,0
2025-01-19,CAPINZAL,0
2025-01-19,CANOINHAS,0
2025-01-19,RIO NEGRINHO,0
2025-01-19,TROMBUDO CENTRAL,0
2025-01-19,LEOBERTO LEAL,0
2025-01-19,CELSO RAMOS,0
2025-01-19,INDAIAL,0
2025-01-19,PRESIDENTE GETÚLIO,0
2025-01-19,SERRA ALTA,0
2025-01-19,DONA EMMA,0
2025-01-19,ÁGUAS MORNAS,0
2025-01-19,CAIBI,0
2025-01-19,LAURO MÜLLER,0
2025-01-19,ANTÔNIO CARLOS,0
2025-01-19,SÃO LOURENÇO DO OESTE,0
2025-01-19,FORQUILHINHA,0
2025-01-19,ITAPOÁ,0
2025-01-19,MAFRA,0
2025-01-19,BENEDITO NOVO,0
2025-01-19,SANTA TEREZINHA,0
2025-01-19,SÃO JOSÉ DO CEDRO,0
2025-01-19,GRAVATAL,0
2025-01-19,PAPANDUVA,0
2025-01-19,CORONEL FREITAS,0
2025-01-19,HERVAL D'OESTE,0
2025-01-19,SÃO PEDRO DE ALCÂNTARA,0
2025-01-19,BOM JESUS,0
2025-01-19,ANITÁPOLIS,0
2025-01-19,SÃO MIGUEL DO OESTE,2
2025-01-19,IÇARA,0
2025-01-19,GALVÃO,0
2025-01-19,IPUMIRIM,0
2025-01-19,SANTIAGO DO SUL,0
2025-01-19,GUARUJÁ DO SUL,0
2025-01-19,ALTO BELA VISTA,0
2025-01-19,IRATI,0
2025-01-19,PRINCESA,0
2025-01-19,PLANALTO ALEGRE,0
2025-01-19,ITAPIRANGA,13
2025-01-19,ABELARDO LUZ,0
2025-01-19,IRACEMINHA,0
2025-01-19,SÃO MIGUEL DA BOA VISTA,0
2025-01-19,IPUAÇU,0
2025-01-19,CAXAMBU DO SUL,0
2025-01-19,GUABIRUBA,0
2025-01-19,NOVA ERECHIM,0
2025-01-19,LACERDÓPOLIS,0
2025-01-19,ASCURRA,0
2025-01-19,XAXIM,0
2025-01-19,BALNEÁRIO GAIVOTA,0
2025-01-19,ROMELÂNDIA,0
2025-01-19,SÃO BERNARDINO,0
2025-01-19,ENTRE RIOS,0
2025-01-19,BALNEÁRIO BARRA DO SUL,0
2025-01-19,SANTA HELENA,0
2025-01-19,CAMPO ALEGRE,0
2025-01-19,IPORÃ DO OESTE,0
2025-01-19,IRINEÓPOLIS,0
2025-01-19,BARRA VELHA,2
2025-01-19,PALHOÇA,5
2025-01-19,CONCÓRDIA,1
2025-01-19,TUNÁPOLIS,0
2025-01-19,GARUVA,0
2025-01-19,CAMPO ERÊ,0
2025-01-19,FLOR DO SERTÃO,0
2025-01-19,SANTA TEREZINHA DO PROGRESSO,0
2025-01-19,ITÁ,0
2025-01-19,BOM JARDIM DA SERRA,0
2025-01-19,ILHOTA,0
2025-01-19,MONDAÍ,0
2025-01-19,GUARAMIRIM,0
2025-01-19,BELMONTE,0
2025-01-19,SÃO JOÃO DO OESTE,0
2025-01-19,LINDÓIA DO SUL,0
