Semana,Município,Casos
2025-01-26,RIO DO SUL,0
2025-01-26,POUSO REDONDO,0
2025-01-26,PALMITOS,0
2025-01-26,COCAL DO SUL,0
2025-01-26,SCHROEDER,0
2025-01-26,BRUSQUE,5
2025-01-26,IBICARÉ,0
2025-01-26,CATANDUVAS,0
2025-01-26,GUATAMBÚ,0
2025-01-26,UNIÃO DO OESTE,0
2025-01-26,RANCHO QUEIMADO,0
2025-01-26,DOUTOR PEDRINHO,0
2025-01-26,RIO DOS CEDROS,0
2025-01-26,SAUDADES,0
2025-01-26,VIDAL RAMOS,0
2025-01-26,PASSO DE TORRES,0
2025-01-26,SÃO LUDGERO,0
2025-01-26,FLORIANÓPOLIS,27
2025-01-26,SANTO AMARO DA IMPERATRIZ,0
2025-01-26,XANXERÊ,0
2025-01-26,ARABUTÃ,0
2025-01-26,URUSSANGA,0
2025-01-26,TANGARÁ,0
2025-01-26,CUNHA PORÃ,0
2025-01-26,CRICIÚMA,0
2025-01-26,BIGUAÇU,0
2025-01-26,LAGUNA,0
2025-01-26,BANDEIRANTE,0
2025-01-26,APIÚNA,35
2025-01-26,CAMBORIÚ,6
2025-01-26,CANELINHA,0
2025-01-26,NOVA VENEZA,0
2025-01-26,SOMBRIO,0
2025-01-26,BOTUVERÁ,0
2025-01-26,URUBICI,0
2025-01-26,SÃO JOÃO BATISTA,5
2025-01-26,PRESIDENTE NEREU,0
2025-01-26,LAURENTINO,0
2025-01-26,PAIAL,0
2025-01-26,QUILOMBO,1
2025-01-26,JARDINÓPOLIS,0
2025-01-26,NOVA ITABERABA,0
2025-01-26,LUZERNA,0
2025-01-26,DESCANSO,0
2025-01-26,PAULO LOPES,0
2025-01-26,SÃO JOÃO DO ITAPERIÚ,0
2025-01-26,ALFREDO WAGNER,0
2025-01-26,GAROPABA,0
2025-01-26,ITUPORANGA,0
2025-01-26,MODELO,0
2025-01-26,SÃO BENTO DO SUL,0
2025-01-26,VARGEM BONITA,0
2025-01-26,SALETE,0
2025-01-26,PINHALZINHO,0
2025-01-26,ORLEANS,0
2025-01-26,SÃO BONIFÁCIO,0
2025-01-26,BOM JESUS DO OESTE,0
2025-01-26,ITAIÓPOLIS,0
2025-01-26,CORONEL MARTINS,0
2025-01-26,IBIRAMA,0
2025-01-26,GUARACIABA,0
2025-01-26,CAPINZAL,0
2025-01-26,CANOINHAS,0
2025-01-26,RIO NEGRINHO,0
2025-01-26,TROMBUDO CENTRAL,0
2025-01-26,LEOBERTO LEAL,0
2025-01-26,CELSO RAMOS,0
2025-01-26,INDAIAL,1
2025-01-26,PRESIDENTE GETÚLIO,0
2025-01-26,SERRA ALTA,0
2025-01-26,DONA EMMA,0
2025-01-26,ÁGUAS MORNAS,0
2025-01-26,CAIBI,0
