Semana,Município,Casos
2025-03-23,JOINVILLE,40
2025-03-23,SÃO LOURENÇO DO OESTE,0
2025-03-23,ROMELÂNDIA,0
2025-03-23,SÃO JOSÉ,17
2025-03-23,BALNEÁRIO GAIVOTA,0
2025-03-23,SÃO JOÃO BATISTA,0
2025-03-23,RODEIO,0
2025-03-23,PETROLÂNDIA,0
2025-03-23,GOVERNADOR CELSO RAMOS,0
2025-03-23,HERVAL D'OESTE,0
2025-03-23,GARUVA,0
2025-03-23,CATANDUVAS,14
2025-03-23,CANOINHAS,0
2025-03-23,BLUMENAU,11
2025-03-23,PAPANDUVA,0
2025-03-23,MODELO,0
2025-03-23,ARAQUARI,4
2025-03-23,MAFRA,0
2025-03-23,SÃO MIGUEL DO OESTE,67
2025-03-23,XAXIM,1
2025-03-23,TIJUCAS,3
2025-03-23,GUATAMBÚ,1
2025-03-23,FLOR DO SERTÃO,0
2025-03-23,BOMBINHAS,4
2025-03-23,QUILOMBO,0
2025-03-23,IMBITUBA,0
2025-03-23,SCHROEDER,0
2025-03-23,SEARA,0
2025-03-23,ANCHIETA,0
2025-03-23,CHAPECÓ,83
2025-03-23,PARAÍSO,0
2025-03-23,BARRA VELHA,9
2025-03-23,BOM JESUS,0
2025-03-23,CORDILHEIRA ALTA,1
2025-03-23,SAUDADES,0
2025-03-23,CORUPÁ,1
2025-03-23,ÁGUAS DE CHAPECÓ,0
2025-03-23,BANDEIRANTE,0
2025-03-23,GASPAR,0
2025-03-23,FAXINAL DOS GUEDES,0
2025-03-23,FLORIANÓPOLIS,3
2025-03-23,PALMITOS,0
2025-03-23,DIONÍSIO CERQUEIRA,0
2025-03-23,IRANI,0
2025-03-23,TIMBÓ,0
2025-03-23,SÃO FRANCISCO DO SUL,0
2025-03-23,BELMONTE,0
2025-03-23,RIO DO OESTE,0
2025-03-23,SÃO LUDGERO,0
2025-03-23,ITAIÓPOLIS,0
2025-03-23,IPUMIRIM,0
2025-03-23,OURO,1
2025-03-23,MARAVILHA,1
2025-03-23,PORTO BELO,0
2025-03-23,LONTRAS,0
2025-03-23,GUARUJÁ DO SUL,0
2025-03-23,SANTO AMARO DA IMPERATRIZ,0
2025-03-23,IBIRAMA,0
2025-03-23,DESCANSO,0
2025-03-23,LINDÓIA DO SUL,0
2025-03-23,ARARANGUÁ,0
2025-03-23,INDAIAL,0
2025-03-23,XANXERÊ,2
2025-03-23,IPUAÇU,0
2025-03-23,PINHALZINHO,2
2025-03-23,VIDEIRA,28
2025-03-23,PORTO UNIÃO,0
2025-03-23,TUBARÃO,1
2025-03-23,CAÇADOR,21
2025-03-23,CAPINZAL,1
2025-03-23,CAMBORIÚ,1
2025-03-23,ILHOTA,0
2025-03-23,CAIBI,0
2025-03-23,ITÁ,0
2025-03-23,ARABUTÃ,0
2025-03-23,IPORÃ DO OESTE,0
2025-03-23,DONA EMMA,0
2025-03-23,CONCÓRDIA,10
2025-03-23,SANTA HELENA,0
2025-03-23,GUABIRUBA,0
2025-03-23,BALNEÁRIO PIÇARRAS,3
2025-03-23,SÃO CARLOS,0
2025-03-23,JARDINÓPOLIS,8
2025-03-23,NOVA TRENTO,0
2025-03-23,PENHA,0
2025-03-23,BIGUAÇU,2
2025-03-23,PASSOS MAIA,0
2025-03-23,ABELARDO LUZ,0
2025-03-23,PALMA SOLA,3
2025-03-23,POMERODE,0
2025-03-23,RIO DO SUL,0
2025-03-23,PASSO DE TORRES,0
2025-03-23,JAGUARUNA,0
2025-03-23,BALNEÁRIO CAMBORIÚ,7
2025-03-23,POUSO REDONDO,0
2025-03-23,SÃO BENTO DO SUL,0
2025-03-23,MONDAÍ,0
2025-03-23,BENEDITO NOVO,0
2025-03-23,BRUSQUE,0
2025-03-23,SÃO JOSÉ DO CEDRO,2
2025-03-23,LAJEADO GRANDE,0
2025-03-23,CUNHA PORÃ,2
2025-03-23,CAXAMBU DO SUL,0
2025-03-23,GUARAMIRIM,0
2025-03-23,CAMPOS NOVOS,0
2025-03-23,AGROLÂNDIA,0
2025-03-23,ASCURRA,0
2025-03-23,FRAIBURGO,0
2025-03-23,RIO DOS CEDROS,0
2025-03-23,NAVEGANTES,0
2025-03-23,BALNEÁRIO BARRA DO SUL,0
2025-03-23,PIRATUBA,0
2025-03-23,CAMPO ERÊ,0
2025-03-23,ITAPOÁ,1
2025-03-23,ÁGUAS MORNAS,0
2025-03-23,PALHOÇA,17
2025-03-23,GUARACIABA,0
2025-03-23,JOAÇABA,0
2025-03-23,ITAJAÍ,75
2025-03-23,MAJOR GERCINO,0
2025-03-23,BRAÇO DO NORTE,0
2025-03-23,APIÚNA,0
2025-03-23,SÃO MARTINHO,0
2025-03-23,LAURENTINO,0
2025-03-23,JABORÁ,0
2025-03-23,MONTE CARLO,0
2025-03-23,PONTE SERRADA,0
2025-03-23,JARAGUÁ DO SUL,4
2025-03-23,ITAPIRANGA,0
2025-03-23,ITAPEMA,28
2025-03-23,PLANALTO ALEGRE,0
2025-03-23,ITUPORANGA,0
2025-04-06,IMBITUBA,0
2025-04-06,BOMBINHAS,8
2025-04-06,ITAJAÍ,102
2025-04-06,PLANALTO ALEGRE,0
2025-04-06,ITUPORANGA,0
2025-04-06,LONTRAS,0
2025-04-06,NOVA TRENTO,0
2025-04-06,PENHA,1
2025-04-06,BIGUAÇU,3
2025-04-06,PASSOS MAIA,0
2025-04-06,ABELARDO LUZ,0
2025-04-06,PALMA SOLA,4
2025-04-06,ITAPEMA,26
2025-04-06,PORTO BELO,0
2025-04-06,JARDINÓPOLIS,11
2025-04-06,SÃO MIGUEL DO OESTE,68
2025-04-06,TIJUCAS,7
2025-04-06,ITAPIRANGA,0
2025-04-06,SÃO LOURENÇO DO OESTE,0
2025-04-06,ROMELÂNDIA,0
2025-04-06,SÃO JOSÉ,20
2025-04-06,BALNEÁRIO GAIVOTA,0
2025-04-06,SÃO JOÃO BATISTA,0
2025-04-06,RODEIO,0
2025-04-06,PETROLÂNDIA,0
2025-04-06,JABORÁ,0
2025-04-06,GOVERNADOR CELSO RAMOS,0
2025-04-06,HERVAL D'OESTE,0
2025-04-06,CATANDUVAS,16
2025-04-06,GARUVA,0
2025-04-06,CANOINHAS,0
2025-04-06,BALNEÁRIO BARRA DO SUL,0
2025-04-06,BLUMENAU,14
2025-04-06,PAPANDUVA,0
2025-04-06,ARAQUARI,9
2025-04-06,MAFRA,0
2025-04-06,PIRATUBA,0
2025-04-06,MODELO,0
2025-04-06,XAXIM,2
2025-04-06,FLOR DO SERTÃO,0
2025-04-06,GUATAMBÚ,0
2025-04-06,POMERODE,0
2025-04-06,ASCURRA,0
2025-04-06,SÃO MARTINHO,0
2025-04-06,BRAÇO DO NORTE,0
2025-04-06,GUARACIABA,0
2025-04-06,INDAIAL,0
2025-04-06,XANXERÊ,3
2025-04-06,ARARANGUÁ,0
2025-04-06,IPUAÇU,0
2025-04-06,PINHALZINHO,8
2025-04-06,PORTO UNIÃO,0
2025-04-06,VIDEIRA,38
2025-04-06,JOAÇABA,0
2025-04-06,TUBARÃO,1
2025-04-06,LINDÓIA DO SUL,0
2025-04-06,CAÇADOR,20
2025-04-06,CAMBORIÚ,1
2025-04-06,ILHOTA,0
2025-04-06,APIÚNA,0
2025-04-06,ARABUTÃ,0
2025-04-06,CAIBI,0
2025-04-06,ITÁ,0
2025-04-06,IPORÃ DO OESTE,0
2025-04-06,DONA EMMA,0
2025-04-06,RIO DOS CEDROS,0
2025-04-06,JOINVILLE,53
2025-04-06,CONCÓRDIA,10
2025-04-06,CAPINZAL,4
2025-04-06,RIO DO SUL,0
2025-04-06,DESCANSO,0
2025-04-06,GUARUJÁ DO SUL,0
2025-04-06,JAGUARUNA,0
2025-04-06,POUSO REDONDO,0
2025-04-06,PASSO DE TORRES,0
2025-04-06,QUILOMBO,1
2025-04-06,SÃO BENTO DO SUL,0
2025-04-06,PONTE SERRADA,0
2025-04-06,MONDAÍ,0
2025-04-06,BENEDITO NOVO,0
2025-04-06,BRUSQUE,2
2025-04-06,SÃO JOSÉ DO CEDRO,10
2025-04-06,ITAPOÁ,0
2025-04-06,IBIRAMA,0
2025-04-06,CAXAMBU DO SUL,0
2025-04-06,CUNHA PORÃ,7
2025-04-06,GUARAMIRIM,0
2025-04-06,CAMPOS NOVOS,0
2025-04-06,AGROLÂNDIA,0
2025-04-06,MAJOR GERCINO,0
2025-04-06,SÃO CARLOS,0
2025-04-06,BALNEÁRIO PIÇARRAS,7
2025-04-06,GUABIRUBA,0
2025-04-06,SANTA HELENA,0
2025-04-06,SANTO AMARO DA IMPERATRIZ,0
2025-04-06,JARAGUÁ DO SUL,4
2025-04-06,LAJEADO GRANDE,0
2025-04-06,SCHROEDER,0
2025-04-06,MARAVILHA,2
2025-04-06,BARRA VELHA,16
2025-04-06,ÁGUAS DE CHAPECÓ,0
2025-04-06,NAVEGANTES,0
2025-04-06,FAXINAL DOS GUEDES,0
2025-04-06,SEARA,0
2025-04-06,CAMPO ERÊ,0
2025-04-06,LAURENTINO,0
2025-04-06,RIO DO OESTE,0
2025-04-06,PARAÍSO,0
2025-04-06,IRANI,0
2025-04-06,DIONÍSIO CERQUEIRA,1
2025-04-06,ITAIÓPOLIS,0
2025-04-06,SAUDADES,0
2025-04-06,FRAIBURGO,0
2025-04-06,FLORIANÓPOLIS,5
2025-04-06,IPUMIRIM,0
2025-04-06,PALHOÇA,22
2025-04-06,PALMITOS,0
2025-04-06,SÃO LUDGERO,0
2025-04-06,CHAPECÓ,84
2025-04-06,MONTE CARLO,0
2025-04-06,ANCHIETA,0
2025-04-06,CORUPÁ,1
2025-04-06,BELMONTE,0
2025-04-06,OURO,1
2025-04-06,BANDEIRANTE,0
2025-04-06,SÃO FRANCISCO DO SUL,0
2025-04-06,ÁGUAS MORNAS,0
2025-04-06,TIMBÓ,0
2025-04-06,BALNEÁRIO CAMBORIÚ,11
2025-04-06,GASPAR,1
2025-04-06,CORDILHEIRA ALTA,0
2025-04-06,BOM JESUS,0
2025-04-13,BOM JESUS,0
2025-04-13,PINHALZINHO,14
2025-04-13,BIGUAÇU,3
2025-04-13,NAVEGANTES,0
2025-04-13,JARDINÓPOLIS,15
2025-04-13,GUARUJÁ DO SUL,0
2025-04-13,PENHA,2
2025-04-13,ITAJAÍ,147
2025-04-13,LINDÓIA DO SUL,0
2025-04-13,TIMBÓ,0
2025-04-13,MARAVILHA,1
2025-04-13,IRANI,0
2025-04-13,SAUDADES,0
2025-04-13,IBIRAMA,0
2025-04-13,BOMBINHAS,6
2025-04-13,GUARACIABA,0
2025-04-13,DIONÍSIO CERQUEIRA,0
2025-04-13,BARRA VELHA,24
2025-04-13,NOVA TRENTO,0
2025-04-13,DESCANSO,0
2025-04-13,LONTRAS,0
2025-04-13,ITUPORANGA,0
2025-04-13,IMBITUBA,0
2025-04-13,XANXERÊ,3
2025-04-13,INDAIAL,0
2025-04-13,PALHOÇA,34
2025-04-13,PORTO BELO,0
2025-04-13,PALMA SOLA,3
2025-04-13,SANTO AMARO DA IMPERATRIZ,0
2025-04-13,SÃO BENTO DO SUL,0
2025-04-13,GASPAR,0
2025-04-13,PASSO DE TORRES,0
2025-04-13,GUARAMIRIM,0
2025-04-13,CORUPÁ,2
2025-04-13,CAMPOS NOVOS,0
2025-04-13,MONDAÍ,0
2025-04-13,BENEDITO NOVO,0
2025-04-13,PONTE SERRADA,0
2025-04-13,CUNHA PORÃ,9
2025-04-13,LAJEADO GRANDE,0
2025-04-13,CAXAMBU DO SUL,0
2025-04-13,ITAPOÁ,0
2025-04-13,ÁGUAS MORNAS,0
2025-04-13,BRUSQUE,3
2025-04-13,SÃO JOSÉ DO CEDRO,11
2025-04-13,BANDEIRANTE,0
2025-04-13,ASCURRA,0
2025-04-13,CORDILHEIRA ALTA,0
2025-04-13,BRAÇO DO NORTE,0
2025-04-13,FAXINAL DOS GUEDES,0
2025-04-13,ABELARDO LUZ,0
2025-04-13,PASSOS MAIA,1
2025-04-13,JARAGUÁ DO SUL,6
2025-04-13,ITAPEMA,20
2025-04-13,SANTA HELENA,0
2025-04-13,FLORIANÓPOLIS,7
2025-04-13,PALMITOS,0
2025-04-13,POMERODE,0
2025-04-13,GUABIRUBA,0
2025-04-13,RIO DO SUL,2
2025-04-13,MAJOR GERCINO,0
2025-04-13,SÃO MARTINHO,0
2025-04-13,BALNEÁRIO PIÇARRAS,10
2025-04-13,JAGUARUNA,0
2025-04-13,SÃO CARLOS,0
2025-04-13,POUSO REDONDO,0
2025-04-13,ÁGUAS DE CHAPECÓ,0
2025-04-13,AGROLÂNDIA,0
2025-04-13,GUATAMBÚ,0
2025-04-13,BLUMENAU,20
2025-04-13,PARAÍSO,0
2025-04-13,JOINVILLE,79
2025-04-13,MONTE CARLO,0
2025-04-13,PAPANDUVA,0
2025-04-13,DONA EMMA,0
2025-04-13,IPORÃ DO OESTE,0
2025-04-13,CAÇADOR,20
