Semana,Município,Casos
2025-02-02,RIO DO SUL,0
2025-02-02,POUSO REDONDO,0
2025-02-02,PALMITOS,0
2025-02-02,COCAL DO SUL,0
2025-02-02,SCHROEDER,0
2025-02-02,BRUSQUE,6
2025-02-02,IBICARÉ,0
2025-02-02,CATANDUVAS,0
2025-02-02,GUATAMBÚ,0
2025-02-02,UNIÃO DO OESTE,0
2025-02-02,RANCHO QUEIMADO,0
2025-02-02,DOUTOR PEDRINHO,0
2025-02-02,RIO DOS CEDROS,0
2025-02-02,SAUDADES,0
2025-02-02,VIDAL RAMOS,0
2025-02-02,PASSO DE TORRES,0
2025-02-02,SÃO LUDGERO,0
2025-02-02,FLORIANÓPOLIS,36
2025-02-02,SANTO AMARO DA IMPERATRIZ,0
2025-02-02,XANXERÊ,0
2025-02-02,ARABUTÃ,0
2025-02-02,URUSSANGA,0
2025-02-02,TANGARÁ,0
2025-02-02,CUNHA PORÃ,0
2025-02-02,CRICIÚMA,0
2025-02-02,BIGUAÇU,0
2025-02-02,LAGUNA,0
2025-02-02,BANDEIRANTE,0
2025-02-02,APIÚNA,27
2025-02-02,CAMBORIÚ,8
2025-02-02,CANELINHA,0
2025-02-02,NOVA VENEZA,0
2025-02-02,SOMBRIO,0
2025-02-02,BOTUVERÁ,0
2025-02-02,URUBICI,0
2025-02-02,SÃO JOÃO BATISTA,8
2025-02-02,PRESIDENTE NEREU,0
2025-02-02,LAURENTINO,0
2025-02-02,PAIAL,0
2025-02-02,QUILOMBO,0
2025-02-02,JARDINÓPOLIS,0
2025-02-02,NOVA ITABERABA,0
2025-02-02,LUZERNA,0
2025-02-02,DESCANSO,0
2025-02-02,PAULO LOPES,0
2025-02-02,SÃO JOÃO DO ITAPERIÚ,0
2025-02-02,ALFREDO WAGNER,0
2025-02-02,GAROPABA,0
2025-02-02,ITUPORANGA,0
2025-02-02,MODELO,0
2025-02-02,SÃO BENTO DO SUL,0
2025-02-02,VARGEM BONITA,0
2025-02-02,SALETE,0
2025-02-02,PINHALZINHO,0
2025-02-02,ORLEANS,0
2025-02-02,SÃO BONIFÁCIO,0
2025-02-02,BOM JESUS DO OESTE,0
2025-02-02,ITAIÓPOLIS,0
2025-02-02,CORONEL MARTINS,0
2025-02-02,IBIRAMA,0
2025-02-02,GUARACIABA,0
2025-02-02,CAPINZAL,0
2025-02-02,CANOINHAS,0
2025-02-02,RIO NEGRINHO,0
2025-02-02,TROMBUDO CENTRAL,0
2025-02-02,LEOBERTO LEAL,0
2025-02-02,CELSO RAMOS,0
2025-02-02,INDAIAL,2
2025-02-02,PRESIDENTE GETÚLIO,0
2025-02-02,SERRA ALTA,0
2025-02-02,DONA EMMA,0
2025-02-02,ÁGUAS MORNAS,0
2025-02-02,CAIBI,0
2025-02-02,LAURO MÜLLER,0
2025-02-02,ANTÔNIO CARLOS,0
2025-02-02,SÃO LOURENÇO DO OESTE,0
2025-02-02,FORQUILHINHA,0
2025-02-02,ITAPOÁ,3
2025-02-02,MAFRA,0
2025-02-02,BENEDITO NOVO,0
2025-02-02,SANTA TEREZINHA,0
2025-02-02,SÃO JOSÉ DO CEDRO,1
2025-02-02,GRAVATAL,0
2025-02-02,PAPANDUVA,0
2025-02-02,CORONEL FREITAS,0
2025-02-02,HERVAL D'OESTE,0
2025-02-02,SÃO PEDRO DE ALCÂNTARA,0
2025-02-02,BOM JESUS,0
2025-02-02,ANITÁPOLIS,0
2025-02-02,SÃO MIGUEL DO OESTE,3
2025-02-02,IÇARA,0
2025-02-02,GALVÃO,0
2025-02-02,IPUMIRIM,0
2025-02-02,SANTIAGO DO SUL,0
2025-02-02,GUARUJÁ DO SUL,0
2025-02-02,ALTO BELA VISTA,0
2025-02-02,IRATI,0
2025-02-02,PRINCESA,0
2025-02-02,PLANALTO ALEGRE,0
2025-02-02,ITAPIRANGA,16
2025-02-02,ABELARDO LUZ,0
2025-02-02,IRACEMINHA,0
2025-02-02,SÃO MIGUEL DA BOA VISTA,0
2025-02-02,IPUAÇU,0
2025-02-02,CAXAMBU DO SUL,0
2025-02-02,GUABIRUBA,0
2025-02-02,NOVA ERECHIM,0
2025-02-02,LACERDÓPOLIS,0
2025-02-02,ASCURRA,0
2025-02-02,XAXIM,0
2025-02-02,BALNEÁRIO GAIVOTA,0
2025-02-02,ROMELÂNDIA,0
2025-02-02,SÃO BERNARDINO,0
2025-02-02,ENTRE RIOS,0
2025-02-02,BALNEÁRIO BARRA DO SUL,0
2025-02-02,SANTA HELENA,0
2025-02-02,CAMPO ALEGRE,0
2025-02-02,IPORÃ DO OESTE,0
2025-02-02,IRINEÓPOLIS,0
2025-02-02,BARRA VELHA,5
2025-02-02,PALHOÇA,5
2025-02-02,CONCÓRDIA,0
2025-02-02,TUNÁPOLIS,0
2025-02-02,GARUVA,1
2025-02-02,CAMPO ERÊ,0
2025-02-02,FLOR DO SERTÃO,0
2025-02-02,SANTA TEREZINHA DO PROGRESSO,0
2025-02-02,ITÁ,0
2025-02-02,BOM JARDIM DA SERRA,0
2025-02-02,ILHOTA,0
2025-02-02,MONDAÍ,0
2025-02-02,GUARAMIRIM,0
2025-02-02,BELMONTE,0
2025-02-02,SÃO JOÃO DO OESTE,1
2025-02-02,LINDÓIA DO SUL,0
2025-02-02,FORMOSA DO SUL,0
2025-02-02,FAXINAL DOS GUEDES,0
2025-02-02,OURO VERDE,0
2025-02-02,ÁGUAS DE CHAPECÓ,6
2025-02-02,PONTE ALTA,0
2025-02-02,MAREMA,0
2025-02-02,IOMERÊ,0
2025-02-02,SÃO DOMINGOS,0
2025-02-02,GASPAR,1
