Semana,Município,Casos
2025-04-06,PALHOÇA,31
2025-04-06,SÃO LOURENÇO DO OESTE,0
2025-04-06,PETROLÂNDIA,0
2025-04-06,SÃO LUDGERO,0
2025-04-06,QUILOMBO,0
2025-04-06,BALNEÁRIO GAIVOTA,0
2025-04-06,SEARA,0
2025-04-06,SÃO JOÃO BATISTA,0
2025-04-06,BLUMENAU,21
2025-04-06,HERVAL D'OESTE,1
2025-04-06,ARAQUARI,11
2025-04-06,CANOINHAS,0
2025-04-06,CATANDUVAS,15
2025-04-06,GARUVA,0
2025-04-06,MAFRA,0
2025-04-06,RIO DO OESTE,0
2025-04-06,GOVERNADOR CELSO RAMOS,0
2025-04-06,PAPANDUVA,0
2025-04-06,BOMBINHAS,6
2025-04-06,IMBITUBA,0
2025-04-06,PASSOS MAIA,1
2025-04-06,GUATAMBÚ,0
2025-04-06,IPUMIRIM,0
2025-04-06,SÃO MIGUEL DO OESTE,85
2025-04-06,ROMELÂNDIA,0
2025-04-06,XAXIM,2
2025-04-06,SCHROEDER,1
2025-04-06,JOAÇABA,0
2025-04-06,BOM JESUS,0
2025-04-06,GASPAR,0
2025-04-06,PARAÍSO,0
2025-04-06,ITAPIRANGA,0
2025-04-06,MONTE CARLO,0
2025-04-06,ITAPEMA,18
2025-04-06,PALMITOS,0
2025-04-06,JOINVILLE,75
2025-04-06,TIMBÓ,0
2025-04-06,BANDEIRANTE,0
2025-04-06,CHAPECÓ,88
2025-04-06,FAXINAL DOS GUEDES,0
2025-04-06,JARAGUÁ DO SUL,6
2025-04-06,ÁGUAS DE CHAPECÓ,0
2025-04-06,CORDILHEIRA ALTA,0
2025-04-06,SAUDADES,0
2025-04-06,IRANI,0
2025-04-06,ITAPOÁ,0
2025-04-06,ITAIÓPOLIS,0
2025-04-06,MODELO,0
2025-04-06,CORUPÁ,2
2025-04-06,BELMONTE,1
2025-04-06,CAMPO ERÊ,0
2025-04-06,OURO,0
2025-04-06,MARAVILHA,1
2025-04-06,NOVA TRENTO,0
2025-04-06,LONTRAS,0
2025-04-06,VIDEIRA,39
2025-04-06,SÃO JOSÉ DO CEDRO,11
2025-04-06,IBIRAMA,0
2025-04-06,GUARUJÁ DO SUL,0
2025-04-06,SANTO AMARO DA IMPERATRIZ,0
2025-04-06,PASSO DE TORRES,0
2025-04-06,IPUAÇU,0
2025-04-06,PORTO UNIÃO,0
2025-04-06,GUABIRUBA,0
2025-04-06,CAPINZAL,2
2025-04-06,INDAIAL,0
2025-04-06,ITÁ,0
2025-04-06,ILHOTA,0
2025-04-06,IPORÃ DO OESTE,0
2025-04-06,PINHALZINHO,11
2025-04-06,CONCÓRDIA,15
2025-04-06,DONA EMMA,0
2025-04-06,CAMBORIÚ,5
2025-04-06,XANXERÊ,3
2025-04-06,CAXAMBU DO SUL,0
2025-04-06,CAIBI,0
