Semana,Município,Casos
2025-02-16,GASPAR,0
2025-02-16,DONA EMMA,0
2025-02-16,JOAÇABA,0
2025-02-16,RIO DO SUL,0
2025-02-16,CAMBORIÚ,0
2025-02-16,NAVEGANTES,0
2025-02-16,TUBARÃO,0
2025-02-16,PORTO UNIÃO,0
2025-02-16,IBIRAMA,0
2025-02-16,XANXERÊ,0
2025-02-16,CHAPECÓ,1
2025-02-16,IPORÃ DO OESTE,0
2025-02-16,BLUMENAU,2
2025-02-16,DESCANSO,0
2025-02-16,CAIBI,0
2025-02-16,ITAPEMA,10
2025-02-16,LINDÓIA DO SUL,0
2025-02-16,ITAPOÁ,0
2025-02-16,PALMA SOLA,0
2025-02-16,DIONÍSIO CERQUEIRA,0
2025-02-16,SANTA HELENA,0
2025-02-16,CELSO RAMOS,0
2025-02-16,SCHROEDER,0
2025-02-16,BALNEÁRIO PIÇARRAS,0
2025-02-16,ITAIÓPOLIS,0
2025-02-16,CAMPOS NOVOS,0
2025-02-16,ITAJAÍ,16
2025-02-16,PINHALZINHO,0
2025-02-16,SÃO LUDGERO,0
2025-02-16,CAPINZAL,0
2025-02-16,SÃO JOSÉ,4
2025-02-16,SANTO AMARO DA IMPERATRIZ,0
2025-02-16,ABELARDO LUZ,0
2025-02-16,JOINVILLE,15
2025-02-16,CORUPÁ,0
2025-02-16,CORDILHEIRA ALTA,0
2025-02-16,GUARAMIRIM,0
2025-02-16,ASCURRA,0
2025-02-16,GARUVA,0
2025-02-16,LAJEADO GRANDE,0
2025-02-16,ITAPIRANGA,0
2025-02-16,BOMBINHAS,0
2025-02-16,MONDAÍ,0
2025-02-16,GOVERNADOR CELSO RAMOS,0
2025-02-16,PETROLÂNDIA,0
2025-02-16,MARAVILHA,0
2025-02-16,POMERODE,0
2025-02-16,LONTRAS,0
2025-02-16,PENHA,0
2025-02-16,SÃO CARLOS,0
2025-02-16,BARRA VELHA,2
2025-02-16,JARDINÓPOLIS,0
2025-02-16,VIDEIRA,0
2025-02-16,PASSOS MAIA,0
2025-02-16,BALNEÁRIO CAMBORIÚ,3
2025-02-16,CONCÓRDIA,0
2025-02-16,RODEIO,0
2025-02-16,GUARUJÁ DO SUL,0
2025-02-16,IPUAÇU,0
2025-02-16,ITÁ,0
2025-02-16,SEARA,0
2025-02-16,ARAQUARI,0
2025-02-16,GUABIRUBA,0
2025-02-16,JAGUARUNA,0
2025-02-16,BRUSQUE,0
2025-02-16,INDAIAL,0
2025-02-16,TIJUCAS,0
2025-02-16,CAÇADOR,1
2025-02-16,SÃO JOSÉ DO CEDRO,0
2025-02-16,SÃO MIGUEL DO OESTE,5
2025-02-16,BIGUAÇU,0
2025-02-16,BALNEÁRIO BARRA DO SUL,0
2025-02-16,SÃO BENTO DO SUL,0
2025-02-16,POUSO REDONDO,0
2025-02-16,PALHOÇA,2
2025-02-16,BENEDITO NOVO,0
2025-02-16,PALMITOS,0
2025-02-16,FLORIANÓPOLIS,2
2025-02-16,BOM JESUS,0
2025-02-16,JARAGUÁ DO SUL,1
2025-02-16,CUNHA PORÃ,0
2025-02-16,SÃO LOURENÇO DO OESTE,0
2025-02-16,PORTO BELO,0
2025-02-16,SÃO FRANCISCO DO SUL,0
2025-03-02,SÃO JOSÉ,5
2025-03-02,ITAPEMA,10
2025-03-02,SÃO MIGUEL DO OESTE,17
2025-03-02,CAIBI,0
2025-03-02,JAGUARUNA,0
2025-03-02,GOVERNADOR CELSO RAMOS,0
2025-03-02,LINDÓIA DO SUL,0
2025-03-02,DONA EMMA,0
2025-03-02,ITAPOÁ,0
2025-03-02,RIO DO SUL,0
2025-03-02,JOAÇABA,0
2025-03-02,SÃO BENTO DO SUL,0
2025-03-02,BRUSQUE,0
2025-03-02,BIGUAÇU,0
2025-03-02,SANTO AMARO DA IMPERATRIZ,0
2025-03-02,ITAPIRANGA,0
2025-03-02,BALNEÁRIO BARRA DO SUL,0
2025-03-02,CORUPÁ,0
2025-03-02,PENHA,0
2025-03-02,MONDAÍ,1
2025-03-02,XANXERÊ,0
2025-03-02,IBIRAMA,0
2025-03-02,JARDINÓPOLIS,0
2025-03-02,FLORIANÓPOLIS,2
2025-03-02,CHAPECÓ,1
2025-03-02,SÃO FRANCISCO DO SUL,0
2025-03-02,LONTRAS,0
2025-03-02,GUABIRUBA,0
2025-03-02,PETROLÂNDIA,0
2025-03-02,IPUAÇU,0
2025-03-02,IPORÃ DO OESTE,0
2025-03-02,MARAVILHA,0
2025-03-02,PORTO UNIÃO,0
2025-03-02,CAMBORIÚ,0
2025-03-02,BLUMENAU,3
2025-03-02,SÃO CARLOS,0
2025-03-02,SEARA,0
2025-03-02,NAVEGANTES,0
2025-03-02,BARRA VELHA,3
2025-03-02,RODEIO,0
2025-03-02,PALMITOS,0
2025-03-02,ITAIÓPOLIS,0
2025-03-02,POMERODE,0
2025-03-02,BENEDITO NOVO,0
2025-03-02,DESCANSO,0
2025-03-02,PORTO BELO,0
2025-03-02,PASSOS MAIA,0
2025-03-02,GUARUJÁ DO SUL,0
2025-03-02,CAPINZAL,0
2025-03-02,CUNHA PORÃ,0
2025-03-02,BALNEÁRIO PIÇARRAS,1
2025-03-02,PALHOÇA,2
2025-03-02,TIJUCAS,1
2025-03-02,ASCURRA,0
2025-03-02,SANTA HELENA,0
2025-03-02,BALNEÁRIO CAMBORIÚ,2
2025-03-02,GARUVA,0
2025-03-02,DIONÍSIO CERQUEIRA,0
2025-03-02,CELSO RAMOS,0
2025-03-02,GASPAR,0
2025-03-02,GUARAMIRIM,0
2025-03-02,PALMA SOLA,1
2025-03-02,CONCÓRDIA,0
2025-03-02,JOINVILLE,17
2025-03-02,JARAGUÁ DO SUL,2
